week,word,pos,clue
Week 1,crotch,noun,胯部 / 胯下 / 褲襠 / 叉狀分岔處
Week 1,flunk,verb,不及格 / 考不及格 / 被當 / 當掉
Week 1,forestall,verb,預先阻止 / 預防 / 先發制人 / 拖延
Week 1,malleable,adjective,可塑的 / 可鍛的 / 易塑形的 / 易受影響的 / 容易塑造的
Week 1,unspoken,adjective,未說出口的 / 沒有說出來的 / 不言而喻的 / 心照不宣的
Week 1,waiver,noun,棄權書 / 棄權聲明 / 豁免書 / 豁免
Week 1,fantastic,adjective,太棒了的 / 極好的 / 非常棒的 / 了不起的 / 幻想的 / 奇幻的 / 不真實的
Week 1,laser,noun,雷射 / 雷射光 / 雷射器 / 雷射光束
Week 1,make-believe,adjective,假裝的 / 假想的 / 虛構的 / 扮家家酒的
Week 1,adore,verb,非常喜愛 / 熱愛 / 喜愛極了 / 愛慕
Week 2,ambiguous,adjective,有歧義的 / 模稜兩可的 / 模糊不清的 / 含糊的
Week 2,ancestry,noun,祖先血統 / 祖先世系 / 家世淵源 / 血統
Week 2,assimilation,noun,同化 / 同化作用 / 吸收 / 吸收作用
Week 2,circumvent,verb,規避 / 繞過 / 避開 / 鑽漏洞
Week 2,cowardice,noun,怯懦 / 懦弱 / 膽怯 / 膽小怕事
Week 2,disk,noun,磁碟 / 磁片 / 硬碟 / 光碟 / 圓盤 / 圓片
Week 2,disruption,noun,擾亂 / 干擾 / 中斷 / 混亂 / 破壞
Week 2,fodder,noun,飼料 / 草料 / 素材 / 話題材料 / 炮灰
Week 2,gravity,noun,重力 / 地心引力 / 嚴重性 / 重大性
Week 2,incredulous,adjective,不敢相信的 / 懷疑的 / 難以置信的反應
Week 3,interplanetary,adjective,行星間的 / 星際的 / 行星際的
Week 3,mankind,noun,人類 / 全人類 / 男性
Week 3,mathematics,noun,數學
Week 3,military,noun,軍方 / 軍隊 / 武裝部隊
Week 3,outnumber,verb,數量超過 / 比多 / 在數量上勝過
Week 3,requisition,noun,申請 / 請購 / 請購單 / 申請單 / 徵用
Week 3,sanction,noun,制裁 / 處罰 / 懲戒 / 批准 / 認可 / 許可
Week 3,scathing,adjective,嚴厲批評的 / 尖刻的 / 辛辣的
Week 3,shameful,adjective,可恥的 / 丟臉的 / 不光彩的 / 卑鄙的
Week 3,solar,adjective,太陽的 / 太陽能的
Week 4,starship,noun,星際飛船 / 太空船 / 宇宙飛船
Week 4,administrator,noun,管理員 / 行政人員 / 行政主管 / 主管人員
Week 4,backside,noun,背面 / 後面 / 屁股 / 臀部
Week 4,bulkhead,noun,隔艙板 / 隔板 / 艙壁
Week 4,censorship,noun,審查制度 / 審查 / 言論審查 / 新聞審查
Week 4,commander,noun,指揮官 / 司令官 / 指揮者
Week 4,conceive,verb,想像 / 設想 / 構想出 / 懷孕 / 受孕
Week 4,decelerate,verb,減速 / 放慢速度 / 使減速
Week 4,evolution,noun,演化 / 進化 / 演變 / 發展
Week 4,shuttle,noun,接駁車 / 接駁巴士 / 接駁服務 / 往返班車 / 梭子 / 太空梭
Week 5,splint,noun,夾板 / 固定板 / 薄木片 / 木刺
Week 5,subordinate,adjective,下級的 / 次要的 / 從屬的
Week 5,vid,noun,影片 / 短片 / 影片片段
Week 5,weightlessness,noun,失重 / 無重力狀態 / 失重狀態
Week 5,adrift,adjective,漂流的 / 漂浮著的 / 迷失方向的 / 漫無目的的 / 無所依靠的
Week 5,amplify,verb,放大 / 增強 / 擴大 / 詳述 / 闡述
Week 5,ass,noun,驢子 / 屁股 / 臀部 / 笨蛋 / 混蛋
Week 5,clumsy,adjective,笨手笨腳的 / 笨拙的 / 拙劣的 / 不得體的
Week 5,creamy,adjective,含奶油的 / 奶油味濃的 / 綿密的 / 濃滑的 / 乳白色的 / 滑順濃郁的
Week 6,crony,noun,死黨 / 親信 / 狐群狗黨 / 裙帶關係者自己人
Week 6,fairyland,noun,仙境 / 童話世界 / 精靈世界 / 理想世界
Week 6,infancy,noun,嬰兒期 / 幼年時期 / 初期 / 萌芽階段
Week 6,landslide,noun,山崩 / 土石流 / 山體滑坡
Week 6,mosquito,noun,蚊子 / 蚊蟲
Week 6,rebound,verb,反彈 / 彈回 / 回升 / 恢復
Week 6,recorder,noun,直笛 / 錄音機 / 錄音筆 / 記錄器
Week 6,ulcer,noun,潰瘍 / 胃潰瘍 / 口腔潰瘍
Week 6,bastard,noun,混蛋 / 王八蛋 / 討厭鬼 / 私生子 / 非婚生子女
Week 6,salamander,noun,蠑螈 / 火爐
Week 7,abjectly,adverb,卑微地 / 淒慘地 / 可憐地 / 狼狽地
Week 7,barrack,noun,兵營 / 營房
Week 7,brook,noun,小溪 / 溪流 / 容忍 / 忍受
Week 7,contention,noun,爭論 / 爭執 / 主張 / 論點
Week 7,cope,verb,應付 / 處理 / 熬過 / 承受
Week 7,devour,verb,狼吞虎嚥地吃 / 大口吞食 / 吞噬 / 如飢似渴地讀 / 吸收 / 沉迷於
Week 7,efficiency,noun,效率 / 效能 / 工作效率
Week 7,forcefield,noun,力場 / 防護罩 / 能量場
Week 7,leadership,noun,領導能力 / 領導力 / 領導地位 / 領導職位 / 領導階層
Week 7,levy,noun,徵稅 / 稅款 / 費用 / 徵費
Week 8,obscurity,noun,默默無聞 / 無名 / 晦澀 / 模糊 / 昏暗 / 朦朧不清
Week 8,orient,verb,使熟悉 / 使適應 / 熟悉環境 / 調整方向 / 定位
Week 8,rotation,noun,旋轉 / 轉動 / 輪替 / 輪班 / 輪流
Week 8,schoolwork,noun,功課 / 課業 / 作業
Week 8,tally,noun,計數 / 記錄表 / 記號 / 總數
Week 8,toon,noun,卡通 / 卡通角色 / 漫畫角色
Week 8,untrained,adjective,未經訓練的 / 沒有受過訓練的 / 未受訓的 / 生手的
Week 8,animosity,noun,敵意 / 憎惡 / 仇視
Week 8,brilliance,noun,才華 / 才華出眾 / 卓越 / 聰穎 / 光輝 / 燦爛光芒
Week 8,centimeter,noun,公分 / 厘米 / 公分長
Week 9,centipede,noun,蜈蚣
Week 9,coincide,verb,同時發生 / 碰巧同時出現 / 吻合 / 一致
Week 9,enemy-held,adjective,敵軍控制的 / 敵軍占領的 / 敵占的
Week 9,feet-first,adverb,腳先地 / 腳朝前地 / 腳先著地地 / 腳朝下地
Week 9,framework,noun,架構 / 骨架 / 框架 / 理論架構 / 制度架構
Week 9,friction,noun,摩擦力 / 摩擦 / 衝突
Week 9,jibe,verb,嘲弄 / 嘲諷 / 挖苦
Week 9,programmer,noun,程式設計師 / 程式員 / 節目編排人員 / 節目策劃人員
Week 9,progression,noun,進展 / 發展過程 / 演變 / 和弦進行
Week 10,roster,noun,名單 / 名冊 / 班表 / 值班表 / 球員名單
Week 10,simulation,noun,模擬 / 模擬系統 / 模擬情境 / 仿真 / 模擬實驗
Week 10,skirmish,noun,小規模衝突 / 小衝突 / 小規模交戰 / 小爭執 / 口角
Week 10,trigonometry,noun,三角學 / 三角函數
Week 10,trivial,adjective,瑣碎的 / 不重要的 / 微不足道的
Week 10,unequal,adjective,不相等的 / 不均等的 / 不平等的 / 不公平的
