week,word,pos,clue
Week 1,barber,noun,理髮師 / 男士理髮師
Week 1,brown,adjective,棕色的 / 褐色的 / 棕色皮膚的 / 膚色較深的
Week 1,cheek,noun,臉頰 / 臉蛋 / 厚臉皮 / 無禮
Week 1,haircut,noun,髮型 / 剪髮 / 理髮 / 削減 / 折價
Week 1,pink,adjective,粉紅色的 / 粉紅的 / 微紅的 / 泛紅的
Week 1,ting,interjection,叮 / 叮的一聲 / 噹 / 噹的一聲
Week 1,twin,noun,雙胞胎 / 雙胞胎之一 / 孿生兒 / 成對之一 / 極相似的人物
Week 1,card,noun,卡片 / 撲克牌 / 硬紙片 / 證件卡 / 卡 / 名片 / 賀卡
Week 1,magic,noun,魔法 / 法術 / 魔力 / 魅力
Week 1,mix,verb,混合 / 攪拌 / 摻在一起 / 交際 / 來往
Week 1,trick,verb,欺騙 / 哄騙 / 捉弄 / 耍把戲
Week 1,chinese,noun,中文 / 漢語 / 華語 / 中國人 / 華人
Week 1,dumpling,noun,餃子 / 水餃 / 蒸餃 / 湯圓 / 麵糰食物
Week 2,fat,adjective,胖的 / 肥的 / 肥胖的 / 油膩的 / 厚的
Week 2,money,noun,錢 / 金錢 / 現金 / 零用錢
Week 2,smooth,adjective,光滑的 / 平滑的 / 平順的 / 流暢的 / 順暢的 / 柔順的 / 順利的
Week 2,cannot,contraction,不能 / 無法 / 不可以
Week 2,chopstick,noun,筷子 / 一根筷子 / 一雙筷子
Week 2,dinner,noun,晚餐 / 晚飯 / 正餐 / 晚宴 / 宴會
Week 2,feed,verb,餵 / 吃奶 / 供應 / 提供 / 投入
Week 2,fork,noun,叉子 / 餐叉 / 岔路 / 分岔處 / 支流分叉處
Week 2,glue,noun,膠水 / 黏著劑 / 漿糊 / 黏合 / 黏住 / 用膠水黏
Week 2,messy,adjective,凌亂的 / 亂七八糟的 / 髒亂的 / 麻煩的 / 複雜難處理的
Week 2,dog,noun,狗 / 犬 / 緊跟 / 糾纏
Week 2,fairy,noun,仙子 / 小精靈
Week 2,king,noun,國王 / 君王 / 王
Week 3,library,noun,圖書館 / 藏書室
Week 3,tale,noun,故事 / 傳說 / 敘事 / 童話 / 謊話 / 胡扯
Week 3,ending,noun,結尾 / 結局 / 結果
Week 3,marry,verb,結婚 / 和結婚 / 娶 / 嫁給 / 主持婚禮
Week 3,okay,interjection,好 / 好吧 / 可以 / 沒問題 / 懂了 / 好了
Week 3,sneeze,verb,打噴嚏
Week 3,bean,noun,豆子 / 豆 / 四季豆 / 咖啡豆 / 豆莢
Week 3,cupcake,noun,杯子蛋糕 / 紙杯蛋糕 / 娘娘腔 / 軟弱的人
Week 3,dig,verb,挖 / 挖掘 / 掘 / 喜歡 / 欣賞 / 懂
Week 3,garden,noun,花園 / 菜園 / 庭園
Week 3,jelly,noun,果凍 / 果醬 / 果凍醬
Week 3,plant,noun,植物 / 盆栽 / 工廠
Week 3,seed,noun,種子 / 籽 / 種 / 根源 / 開端
Week 4,weed,noun,雜草 / 野草 / 大麻
Week 4,brush,verb,刷 / 梳 / 輕刷 / 拂過 / 刷上
Week 4,color,noun,顏色 / 色彩 / 膚色 / 上色 / 著色
Week 4,lucky,adjective,幸運的 / 走運的 / 有福氣的
Week 4,paint,verb,上漆 / 刷漆 / 塗顏料 / 畫 / 作畫
Week 4,paintbrush,noun,畫筆 / 油漆刷 / 毛筆
Week 4,painting,noun,畫作 / 油畫 / 繪畫 / 塗漆 / 上漆
Week 4,splash,verb,潑灑 / 潑濺 / 濺 / 戲水 / 潑水 / 醒目刊登 / 大幅報導 / 大大寫出 / 顯眼地放上
Week 4,toy,noun,玩具 / 玩物 / 被玩弄的人物
Week 4,swing,verb,擺動 / 搖擺 / 盪 / 揮動 / 猛揮 / 轉變 / 劇烈轉變
Week 4,apple,noun,蘋果 / 蘋果公司 / 蘋果牌
Week 4,monkey,noun,猴子 / 小猴子 / 胡鬧鬼 / 調皮鬼
Week 4,worm,noun,蠕蟲 / 蟲 / 蚯蚓 / 蠕蟲病毒
Week 5,reading,noun,閱讀 / 朗讀 / 解讀 / 讀物 / 閱讀材料 / 讀數
Week 5,scratch,verb,抓 / 搔 / 抓傷 / 刮 / 刮傷 / 劃破 / 劃傷 / 從頭開始 / 白手起家
Week 5,special,adjective,特別的 / 特殊的 / 特定的 / 專門的
Week 5,spell,verb,拼寫 / 拼字 / 唸出字母 / 施咒 / 施魔法
Week 5,dessert,noun,甜點 / 甜食 / 飯後甜點
Week 5,earth,noun,地球 / 泥土 / 土壤 / 地面
Week 5,sink,verb,下沉 / 沉下去 / 陷入 / 消沉 / 水槽
Week 5,silly,adjective,傻傻的 / 傻的 / 笨笨的 / 可笑的 / 無聊的
Week 5,space,noun,空間 / 地方 / 太空 / 宇宙空間 / 空白 / 間隔
Week 5,blanket,noun,毯子 / 毛毯 / 毯 / 全面覆蓋 / 籠罩
Week 5,blow,verb,吹 / 吹氣 / 颳 / 吹動 / 打擊 / 重擊 / 擊打
