week,word,pos,clue
Week 1,the,determiner,這個／這些 / 那個／那些 / 這／那 / 不必翻譯
Week 1,be,verb,是 / 在 / 有 / …歲 / 形容詞直接表達狀態 / 不必翻譯 / identity = 是 / location = 在 / existence = 有
Week 1,to,preposition,到 / 向 / 對 / 給 / 去 / 直到 / 不定詞符號，不固定翻譯
Week 1,and,conjunction,和 / 跟 / 而且 / 並且 / 又
Week 1,of,preposition,的 / …的… / 其中的／…之一 / 由…組成／裝著… / 不必直譯
Week 1,it,pronoun,它 / 這件事／那件事 / 這樣／那樣 / 時間／天氣不必直譯 / 形式主詞，常不翻 / thing/animal = 它 / situation/idea = 這件事／那件事
Week 1,he,pronoun,他
Week 1,in,preposition,在…裡面 / 在 / 在…當中 / 用 / 在…期間／在…之內 / 處於…狀態
Week 1,have,verb,有 / 經歷 / 得了／患有 / 吃 / 喝 / 進行／上 / 生／養 / 必須 / possess = 有 / experience/undergo = 經歷 / must = 必須
Week 1,that,pronoun,那 / 那個 / 那位 / 那種 / …的那個／…的人 / 使／…（常省略不譯） / 那樣／那麼
Week 1,say,verb,說 / 講 / 寫著 / 表示 / 認為／主張
Week 1,you,pronoun,你 / 你們 / 您
Week 2,on,preposition,在…上面／在…上 / 貼在…上 / 穿在…身上／戴在…上 / 關於 / 靠…；藉由… / 開著 / attached/on top = 在…上 / about/concerning = 關於 / operating = 開著
Week 2,at,preposition,在 / 在…點／於 / 朝著／對著 / 看著 / 以 / 在…方面／對於… / target = 朝著／對著 / rate/level = 以
Week 2,for,preposition,為了 / 給 / 對…來說 / 替／為 / 達／長達 / 支持 / 換取／以…交換 / 因為 / purpose/benefit = 為了／給 / duration = 達／…時間 / in favor of = 支持
Week 2,she,pronoun,她
Week 2,with,preposition,和／跟 / 用 / 有 / 帶著 / 因為 / 以…方式 / accompanied by = 和／跟 / using = 用 / having = 有
Week 2,but,conjunction,但是 / 可是 / 不過 / 卻 / 除了 / 除…之外
Week 2,her,pronoun,她 / 她的
Week 2,my,determiner,我的
Week 2,do,verb,做 / 辦 / 助動詞 do / 真的 / 的確
Week 2,they,pronoun,他們 / 她們 / 它們 / 他／她（單數 they 的情況）
Week 2,what,pronoun,什麼 / 什麼事 / 所…的事物 / …的東西 / …的事 / 他所說的話 / 她給我的東西
Week 3,we,pronoun,我們
Week 3,out,adverb,在外面 / 出去 / 出來 / 熄滅 / 用完 / 賣完 / 熄滅了
Week 3,go,verb,去 / 走 / 離開 / 進行 / 運作 / 變成 / 進入…狀態 / 離開 / 走 / 運作 / 進行
Week 3,not,adverb,不 / 不是 / 沒有
Week 3,up,adverb,向上 / 上去 / 起來 / 完 / 光 / 快到了 / 臨近 / 做完 / 用光 / 快到了 / 即將來到
Week 3,this,pronoun,這個 / 這 / 這件事
Week 3,all,determiner,所有的 / 全部的 / 全部 / 都 / 完全 / 全部、所有人、所有東西
Week 3,from,preposition,從 / 來自 / 由…寄來 / 由…做成 / 用…做成 / 從 / 來自 / 由…寄來 / 由…做成
Week 3,get,verb,得到 / 拿到 / 收到 / 到達 / 變得 / 懂 / 叫來 / 帶來 / 去拿 / 得到 / 拿到 / 收到
Week 3,one,number,一 / 一個 / 一個人 / 一個東西 / 一個… / 一個人 / 一個東西 / 那一個
Week 3,look,verb,看 / 看著 / 注視 / 看起來 / 找 / 看 / 注視
Week 4,so,adverb,所以 / 很 / 這麼 / 那樣 / 很 / 這麼
Week 4,know,verb,知道 / 認識 / 了解 / 熟悉 / 認識 / 熟悉
Week 4,think,verb,想 / 認為 / 覺得 / 思考 / 想起來 / 認為 / 覺得 / 想 / 思考
Week 4,them,pronoun,他們 / 她們 / 它們 / 牠們
Week 4,like,verb,喜歡
Week 4,see,verb,看見 / 看到 / 懂 / 明白 / 見 / 看望 / 見面 / 看見 / 看到 / 懂 / 明白 / 見 / 看望 / 見面
Week 4,about,preposition,關於 / 有關 / 大約 / 大概 / 四處 / 到處 / 關於 / 有關 / 大約 / 大概 / 四處 / 到處
Week 4,no,interjection,不 / 不是 / 沒有 / 不行 / 不要 / 不 / 不是
Week 4,just,adverb,只是 / 只 / 剛剛 / 正好 / 就 / 正是 / 只 / 只是 / 正好 / 正是
Week 4,into,preposition,進入 / 到……裡面 / 變成 / 成為 / 對……有興趣 / 進入 / 到……裡面 / 變成 / 成為
Week 4,an,determiner,一個 / 一位 / 一隻 / 一本
Week 4,back,adverb,回來 / 回去 / 返回 / 後面 / 背後 / 回來 / 回去 / 返回 / 後面 / 背後
Week 5,then,adverb,那時 / 當時 / 然後 / 接著 / 那麼 / 那時 / 當時 / 然後 / 接著
Week 5,could,contraction,能 / 可以 / 可能 / 會 / 能夠 / 能 / 會
Week 5,when,conjunction,什麼時候 / 何時 / 當……的時候 / 在……時 / 什麼時候 / 何時 / 當……的時候 / 在……時
Week 5,make,verb,做 / 製作 / 做出 / 使 / 讓 / 賺得 / 成為 / 做 / 製作 / 做出 / 使 / 讓
Week 5,time,noun,時間 / 時候 / 次 / 回 / 倍 / 乘以
Week 5,come,verb,來 / 來到 / 發生 / 到來 / 那一天終於到來了 / 這是怎麼發生的？
Week 5,down,adverb,向下 / 下來 / 往下 / 下降 / 沮喪的 / 低落的 / 向下 / 下來 / 下降 / 變低 / 沮喪的 / 低落的
Week 5,now,adverb,現在 / 此刻 / 立刻 / 馬上 / 立刻 / 馬上
Week 5,your,determiner,你的 / 你們的 / 您的
Week 5,over,preposition,在…上方 / 在…上面 / 越過 / 過去 / 超過 / 結束了 / 越過 / 過去
Week 5,don't,contraction,不 / 不要 / 別 / 沒有
Week 6,can,verb,能 / 會 / 可以 / 可否 / 能不能 / 裝罐
Week 6,good,adjective,好的 / 不錯的 / 善良的 / 乖的 / 在行的 / 擅長的 / 有用的 / 健康的 / 好吃的 / 好的 / 不錯的 / 在行的 / 擅長的
Week 6,tell,verb,告訴 / 說 / 吩咐 / 叫 / 分辨 / 看得出來 / 吩咐 / 叫
Week 6,how,adverb,怎麼 / 如何 / 怎樣 / 多麼 / 多 / 怎麼 / 如何 / 多 / 多麼
Week 6,ask,verb,問 / 詢問 / 請求 / 要求 / 邀請 / 請 / 問 / 詢問 / 請 / 要求
Week 6,want,verb,想要 / 想 / 要 / 需要 / 缺少 / 想要 / 想 / 要 / 需要 / 缺少
Week 6,right,adjective,正確的 / 對的 / 右邊的 / 右面的 / 有權… / 權利 / 合理的 / 正當的
Week 6,thing,noun,東西 / 事情 / 事 / 玩意兒 / 一點 / 一件事 / 特色 / 風格
Week 6,well,adverb,好 / 很好 / 順利地 / 妥善地 / 健康的 / 身體好的 / 沒事的
Week 6,way,noun,方法 / 方式 / 路 / 路徑 / 方向 / 程度 / 作風 / 樣子
Week 6,will,verb,會 / 將 / 要 / 願意 / 肯 / 意志 / 遺囑
Week 7,off,adverb,離開 / 下來 / 關掉 / 脫掉 / 切掉 / 斷掉 / 不工作 / 停掉 / 偏離 / 取消
Week 7,too,adverb,也 / 也一樣 / 太 / 過於
Week 7,again,adverb,再一次 / 又 / 再 / 回來 / 恢復
