week,word,pos,clue
Week 1,ac,noun,交流電 / 交流電源 / 空調 / 冷氣 / 冷氣機
Week 1,accent,noun,口音 / 腔調 / 重音符號 / 變音符號 / 重音符號變音符號
Week 1,ad,noun,廣告 / 廣告短片 / 廣告單 / 加法
Week 1,allergy,noun,過敏 / 過敏反應 / 過敏症
Week 1,american,adjective,美國的 / 美國人的 / 美式的 / 美式英語的
Week 1,astronaut,noun,太空人 / 航太員
Week 1,bacon,noun,培根 / 培根肉
Week 1,blister,noun,水泡 / 燙傷水泡 / 起水泡 / 長水泡
Week 1,coin,noun,硬幣 / 錢幣 / 銅板 / 創造新詞 / 杜撰詞語
Week 1,customer,noun,顧客 / 客人 / 消費者
Week 1,cutout,noun,剪下的圖形 / 剪影 / 紙板人形立牌 / 挖空部分 / 鏤空處 / 斷路裝置
Week 1,determine,verb,決定 / 下定決心 / 確定 / 測定 / 查明 / 決定的結果 / 左右 / 「決定」 / 「確定、查明、測定」 / 「決定左右結果」
Week 1,dollar,noun,美元 / 元 / 澳元 / 加幣 / 加元 / 港幣 / 港元
Week 1,equally,adverb,同樣地 / 一樣地 / 平等地 / 平均地
Week 1,flip-flop,noun,夾腳拖 / 人字拖 / 突然轉變 / 政策反覆 / 改口
Week 1,fry,verb,油炸 / 炸 / 煎 / 魚苗
Week 1,gazillion,number,天文數字 / 超多 / 數不清的 / 多到誇張
Week 1,hamburger,noun,漢堡 / 漢堡包 / 牛肉漢堡
Week 1,hover,verb,盤旋 / 懸停 / 徘徊 / 逗留在附近 / 籠罩
Week 1,magnify,verb,放大 / 放大來看 / 誇大
Week 1,manager,noun,經理 / 主管 / 店長 / 管理員
Week 1,mandarin,noun,官員 / 中國官員 / 中文 / 華語 / 官話 / 橘子 / 柑橘
Week 1,mayonnaise,noun,美乃滋 / 蛋黃醬
Week 1,motel,noun,汽車旅館
Week 1,native,adjective,本地的 / 原產於的 / 土生土長的 / 天生的 / 與生俱來的 / 母語的
Week 1,off-limits,adjective,禁止進入的 / 不得進入的 / 禁止碰觸的 / 禁談的 / 不能碰的
Week 1,payment,noun,付款 / 支付 / 款項 / 費用 / 分期付款
Week 1,per,preposition,每 / 每一 / 每個 / 依照 / 按照
Week 1,pickle,noun,醃黃瓜 / 泡菜 / 醃菜 / 困境 / 麻煩
Week 2,plat,noun,地籍圖 / 土地分區圖 / 地界圖 / 地塊圖 / 地塊
Week 2,pore,noun,毛孔 / 氣孔 / 仔細研讀 / 埋頭細看
Week 2,prawn,noun,大蝦 / 明蝦 / 蝦
Week 2,pulsate,verb,搏動 / 跳動 / 脈動 / 震動起伏
Week 2,reed,noun,蘆葦 / 葦草 / 簧片
Week 2,reek,verb,散發臭味 / 臭氣沖天 / 散發濃烈氣味 / 充滿 / 帶有濃厚味道
Week 2,rent,verb,租 / 租用 / 出租 / 租借 / 撕裂 / 裂開
Week 2,restaurant,noun,餐廳 / 飯店 / 餐館
Week 2,salary,noun,薪水 / 月薪 / 薪資 / 待遇
Week 2,simultaneous,adjective,同時的 / 同時發生的 / 同步的 / 齊頭並進的
Week 2,soup,noun,湯 / 湯品 / 羹 / 濃霧 / 一團混亂的東西
Week 2,steady,adjective,穩的 / 穩定的 / 平穩的 / 穩固的 / 持續的
Week 2,vent,noun,通風口 / 排氣口 / 出風口
Week 2,waitress,noun,女服務生 / 女侍者 / 服務生
Week 2,wobble,verb,搖晃 / 搖搖晃晃 / 晃來晃去 / 動搖 / 猶豫起來
Week 2,wok,noun,炒鍋 / 中式炒鍋 / 鍋子
Week 2,bulletproof,adjective,防彈的 / 防彈材質的 / 萬無一失的 / 無懈可擊的 / 周全的
Week 2,enclose,verb,附上 / 隨附 / 附入 / 圍住 / 包圍
Week 2,extend,verb,延伸 / 伸展 / 延長 / 擴大 / 提供
Week 2,laundry,noun,待洗衣物 / 髒衣服 / 洗好的衣物 / 洗衣 / 洗衣店 / 洗衣房 / 洗衣間
Week 2,motion,noun,移動 / 動作 / 運動 / 動議
Week 2,relation,noun,關係 / 關聯 / 親戚
Week 2,stool,noun,凳子 / 板凳 / 糞便 / 糞便檢體
Week 2,weekly,adjective,每週的 / 每星期的 / 一週一次的 / 週刊
Week 2,zap,verb,電擊 / 迅速擊倒 / 迅速消滅 / 快速處理 / 迅速移動 / 迅速切換
Week 2,coal,noun,煤 / 煤炭
Week 2,cup,noun,杯子 / 杯 / 一杯的量 / 獎盃
Week 2,employment,noun,工作 / 就業 / 受僱 / 職業 / 使用 / 運用
Week 3,environment,noun,環境 / 生活環境 / 自然環境 / 成長環境 / 環保 / 環境保護
Week 3,second-class,adjective,二等的 / 二級的 / 次等的 / 二流的 / 次一等的 / 低人一等的
Week 3,sip,verb,小口喝 / 啜飲 / 抿一口
Week 3,tea,noun,茶 / 茶水
Week 3,anxious,adjective,焦慮的 / 擔心的 / 不安的 / 渴望的 / 急切的
Week 3,blazer,noun,西裝外套 / 制服外套 / 厲害的人 / 衝得很快的人
Week 3,blurt,verb,脫口說出 / 脫口而出 / 不慎說出 / 說溜嘴 / 冒失地說出
Week 3,dale,noun,山谷 / 谷地 / 溪谷
Week 3,gymnasium,noun,體育館 / 健身房 / 文理中學
Week 3,intend,verb,打算 / 想要 / 意指 / 本來是要 / 供使用
Week 3,necessarily,adverb,必然地 / 一定 / 必定 / 照理說
Week 3,ninety,number,九十
Week 3,thrill,verb,使興奮 / 使非常興奮 / 使激動 / 使心情激昂
Week 3,beep,verb,發出嗶聲 / 嗶一聲 / 使發出嗶聲 / 呼叫
