week,word,pos,clue
Week 1,alliance,noun,聯盟 / 同盟 / 結盟
Week 1,ally,noun,盟友 / 同盟國 / 支持者
Week 1,await,verb,等待 / 等候 / 期待
Week 1,coral,noun,珊瑚 / 珊瑚礁 / 珊瑚色
Week 1,currently,adverb,目前 / 現在 / 現階段
Week 1,dazzle,verb,使目眩 / 使眼花 / 使炫目 / 使驚艷 / 使讚嘆 / 光彩奪目
Week 1,glacier,noun,冰河 / 冰川
Week 1,scarlet,adjective,鮮紅色的 / 猩紅色的
Week 1,cave,noun,洞穴 / 山洞 / 岩洞 / 坍塌 / 屈服
Week 1,cliff,noun,懸崖 / 峭壁 / 斷崖
Week 1,dune,noun,沙丘 / 沙堆
Week 1,eggshell,noun,蛋殼 / 蛋殼色
Week 1,fulfil,verb,履行 / 實現 / 完成 / 滿足
Week 1,grimace,noun,鬼臉 / 痛苦的表情 / 扭曲的表情 / 嫌惡的表情
Week 1,hatchery,noun,孵化場 / 育苗場 / 孵卵場
Week 1,palace,noun,宮殿 / 皇宮 / 王宮
Week 1,prophecy,noun,預言 / 預言書 / 神諭 / 預示
Week 1,rocky,adjective,多岩石的 / 岩石遍布的 / 崎嶇不平的 / 不穩定的 / 艱難的
Week 1,shred,verb,撕碎 / 切碎 / 切絲 / 碎紙 / 駁倒 / 徹底拆穿
Week 2,skitter,verb,急速竄動 / 飛快跑過 / 輕快滑動 / 啪啦啪啦地跑動
Week 2,smolder,verb,悶燒 / 陰燃 / 暗自惱怒 / 怒火暗湧
Week 2,snout,noun,口鼻部 / 長鼻口部 / 鼻口 / 前端突出部分
Week 2,stab,verb,刺 / 捅 / 戳
Week 2,stealthy,adjective,偷偷摸摸的 / 隱密的 / 悄悄的 / 鬼鬼祟祟的
Week 2,talon,noun,利爪 / 鉤爪 / 爪子
Week 2,unwrap,verb,拆開 / 打開包裝 / 剝開包裝 / 解開包裹 / 拆掉包裝紙
Week 2,venomous,adjective,有毒的 / 有毒液的 / 會注入毒液的 / 毒性的
Week 2,violence,noun,暴力 / 武力 / 猛烈 / 強烈威力
Week 2,web,noun,蜘蛛網 / 網子 / 網路 / 網站
Week 2,writhe,verb,扭動 / 翻滾 / 痛苦地扭動 / 劇烈扭動
Week 2,battlefield,noun,戰場 / 戰地 / 沙場
Week 2,cauliflower,noun,花椰菜 / 白花椰菜 / 花菜 / 菜花耳
Week 2,cheat,verb,作弊 / 欺騙 / 騙取 / 舞弊 / 逃避靠花招躲掉
Week 2,coward,noun,膽小鬼 / 懦夫 / 膽小的人
Week 2,deaf,adjective,聾的 / 失聰的 / 聽不見的 / 充耳不聞的 / 不肯聽的
Week 2,destiny,noun,命運 / 天命 / 宿命 / 未來 / 歸宿
Week 2,extraordinary,adjective,非凡的 / 了不起的 / 異常的 / 特別的
Week 3,ferocious,adjective,兇猛的 / 凶狠的 / 猛烈的 / 激烈的
Week 3,gawp,verb,呆看 / 傻傻地盯著看 / 張口結舌地看著 / 目瞪口呆地看著
Week 3,heroic,adjective,英勇的 / 英雄般的 / 壯烈的
Week 3,lash,verb,鞭打 / 抽打 / 猛擊 / 綁緊 / 捆牢 / 拍打抽打 / 綁住
Week 3,legend,noun,傳說 / 傳奇故事 / 傳奇人物 / 傳奇
Week 3,marsh,noun,沼澤 / 濕地 / 草澤
Week 3,opponent,noun,對手 / 反對者 / 敵手 / 敵人
Week 3,tsunami,noun,海嘯 / 海嘯波
Week 3,unconscious,adjective,失去意識的 / 昏迷的 / 失去知覺的 / 無意識的 / 下意識的
Week 3,bristle,noun,剛毛 / 硬毛 / 鬃毛 / 發怒 / 惱火 / 豎起來
Week 3,bulk,noun,體積 / 量體 / 龐大體積 / 大部分 / 大宗 / 散裝大量
Week 3,bustle,verb,忙碌奔走 / 匆忙走動 / 忙進忙出 / 喧鬧忙亂 / 熱鬧忙碌的景象
Week 3,glory,noun,榮耀 / 光榮 / 榮光 / 壯麗 / 輝煌 / 燦爛
Week 3,heft,noun,重量 / 分量 / 沉重感 / 掂量的感覺
Week 3,ringleader,noun,帶頭的人 / 主使者 / 首謀 / 禍首
Week 3,scavenger,noun,食腐動物 / 食腐者 / 拾荒者 / 清道夫
Week 3,smug,adjective,自鳴得意的 / 得意洋洋的 / 沾沾自喜的
Week 3,stalagmite,noun,石筍
Week 4,strut,verb,昂首闊步 / 趾高氣揚地走 / 神氣地走 / 大搖大擺地走 / 支撐桿 / 支柱
Week 4,treasury,noun,國庫 / 財政部 / 金庫 / 寶庫
Week 4,disgust,noun,厭惡 / 反感 / 嫌惡 / 使厭惡 / 使反感
Week 4,judgment,noun,判斷 / 判斷力 / 意見 / 判決 / 裁決
Week 4,mangle,verb,嚴重毀損 / 弄得面目全非 / 亂砍 / 壓爛 / 扭壞 / 念錯說得亂七八糟 / 改壞 / 熨壓機
