week,word,pos,clue
Week 1,adjacent,adjective,相鄰的 / 鄰近的 / 毗鄰的
Week 1,appetite,noun,食慾 / 胃口 / 胃口很好 / 欲望 / 愛好
Week 1,basil,noun,九層塔 / 羅勒 / 甜羅勒
Week 1,blackberry,noun,黑莓 / 黑莓果 / 黑莓機
Week 1,cumulative,adjective,累積的 / 累加的 / 累計的 / 逐漸增加的
Week 1,delicacy,noun,佳餚 / 美食 / 珍饈 / 細膩 / 敏感 / 分寸 / 棘手之處微妙之處
Week 1,eighteen-year-old,adjective,十八歲的 / 十八歲
Week 1,eligible,adjective,有資格的 / 符合資格的 / 可享有資格的
Week 1,encroach,verb,侵犯 / 侵占 / 侵蝕 / 越界
Week 1,factor,noun,因素 / 要素 / 因數 / 倍數因子係數 / 因素要素
Week 1,fend,verb,抵擋 / 擋開 / 避開 / 應付 / 照料自己
Week 1,forage,verb,覓食 / 搜尋食物 / 採集 / 翻找 / 搜羅補給
Week 1,gallon,noun,加侖
Week 1,gradually,adverb,逐漸地 / 漸漸地 / 慢慢地
Week 1,hob,noun,爐台 / 爐面 / 爐口
Week 1,indifferent,adjective,冷漠的 / 不在乎的 / 冷淡的 / 漠不關心的 / 平平的
Week 1,informer,noun,告密者 / 線民 / 密告者 / 線人
Week 1,intone,verb,吟誦 / 低聲念出 / 以特別語調說 / 單調地說
Week 1,league,noun,聯盟 / 聯賽 / 級別 / 里格
Week 1,loaf,noun,一條麵包 / 一個麵包 / 整條麵包 / 遊手好閒的人 / 懶漢
Week 1,mayor,noun,市長 / 鎮長 / 地方首長
Week 1,miner,noun,礦工 / 採礦工人
Week 1,misdirect,verb,誤導 / 把引錯方向 / 寄錯 / 投遞錯誤
Week 1,nauseous,adjective,想吐的 / 噁心的 / 反胃的 / 令人作嘔的 / 令人噁心的 / 感到想吐的 / 令人想吐的
Week 1,off-center,adjective,偏離中心的 / 偏心的 / 不在正中央的 / 怪怪的 / 不太正常的 / 不落俗套的
Week 2,opt,verb,選擇 / 決定選擇 / 挑選
Week 2,paraffin,noun,石蠟 / 煤油
Week 2,peacekeeper,noun,維和人員 / 維和部隊成員 / 調停者
Week 2,population,noun,人口 / 人口數 / 總數 / 族群總數 / 居民
Week 2,prim,adjective,拘謹的 / 端莊的 / 一本正經的 / 過於端正的
Week 2,primrose,noun,報春花
Week 2,quack,verb,嘎嘎叫 / 鴨叫
Week 2,quart,noun,夸脫
Week 2,racketeer,noun,敲詐者 / 勒索者 / 從事非法勾當的人 / 黑幫分子 / 奸商
Week 2,rant,verb,怒斥 / 大聲抱怨 / 咆哮抱怨 / 破口大罵
Week 2,rarity,noun,稀有 / 罕見 / 稀有性 / 稀有物 / 珍品
Week 2,reap,verb,收割 / 收穫 / 獲得 / 得到 / 招致 / 自食其果
Week 2,seam,noun,接縫 / 縫線 / 縫口 / 礦脈 / 岩層薄層 / 裂縫
Week 2,sentimental,adjective,感傷的 / 多愁善感的 / 感情用事的 / 感傷懷舊的 / 懷舊的
Week 2,shutter,noun,百葉窗 / 窗板 / 遮窗板 / 快門
Week 2,snob,noun,勢利鬼 / 勢利眼 / 自命不凡的人 / 看不起別人的人
Week 2,starvation,noun,飢餓狀態 / 挨餓 / 飢荒 / 饑荒 / 餓死
Week 2,starve,verb,挨餓 / 餓肚子 / 快餓死了 / 餓壞了 / 餓死
Week 2,stony,adjective,石頭做的 / 多石的 / 像石頭一樣硬的 / 冷漠的 / 面無表情的 / 無情的
Week 2,tasty,adjective,好吃的 / 美味的 / 可口的
Week 2,televise,verb,電視播送 / 電視轉播 / 在電視上播出
Week 2,thirteenth,number,第十三 / 十三日 / 十三號
Week 2,token,noun,象徵 / 表示 / 信物 / 代幣 / 憑證
Week 2,treaty,noun,條約 / 協定 / 和約
Week 3,trespass,verb,擅闖 / 擅自進入 / 侵入 / 逾越 / 侵犯
Week 3,tribute,noun,致敬 / 敬意 / 讚頌 / 獻禮 / 貢品 / 朝貢
Week 3,uprise,verb,升起 / 升上來 / 起身 / 站起來 / 舉起
Week 3,victor,noun,勝利者 / 獲勝者 / 戰勝者
Week 3,cheekbone,noun,顴骨
Week 3,compensation,noun,補償 / 賠償 / 補償金 / 報酬 / 補償物
Week 3,condone,verb,縱容 / 默許 / 姑息 / 寬容
Week 3,dissent,verb,持異議 / 不同意 / 持不同意見 / 反對 / 表示異議
Week 3,emotionless,adjective,毫無表情的 / 面無表情的 / 冷漠的
Week 3,gruffly,adverb,粗聲粗氣地 / 粗魯地 / 生硬地 / 沒好氣地
Week 3,presentable,adjective,像樣的 / 體面的 / 拿得出手的
Week 3,rusty,adjective,生鏽的 / 生疏的 / 不熟練的
