week,word,pos,clue
"Week 15","energy","n.","讓機器運作或生物活動所需的動力"
"Week 15","sculpture","n.","用石頭、金屬或木頭雕刻出來的藝術品"
"Week 15","creative","adj.","很有想像力，能想出新點子的"
"Week 15","possible","adj.","有可能發生或做到的"
"Week 15","pencil sharpener","n.","讓鉛筆變尖的工具"
"Week 15","food scraps","n.","吃剩的食物殘渣或廚餘"
"Week 15","rubber","n.","有彈性的材料，常用來做輪胎或橡皮擦"
"Week 15","leather","n.","動物的皮經過處理後製成的材料"
"Week 15","textile","n.","紡織品或布料"
"Week 15","footprint","n.","腳踩在地上留下的痕跡"
"Week 16","critical","adj.","非常關鍵且重要的，或是帶有批評意味的"
"Week 16","participate","v.","參加或參與某個活動"
"Week 16","definition","n.","解釋某個詞語意思的文字"
"Week 16","exchange","v.","交換，把東西給別人並換回別的東西"
"Week 16","caption","n.","圖片下方的說明文字"
"Week 16","length","n.","物體從一端到另一端的距離"
"Week 16","land","v.","從空中降落到地面，或是指陸地"
"Week 16","skiing","n.","穿著滑雪板在雪地上滑行的運動"
"Week 16","flip","v.","快速翻轉或翻跟斗"
"Week 16","kitesurfing","n.","拉著風箏在水面上滑行的極限運動"
"Week 17","surfing","n.","站在衝浪板上乘風破浪的運動"
"Week 17","crash","v.","猛烈撞擊，或是發出巨大的撞擊聲"
"Week 17","strength","n.","力量，或是體力"
"Week 17","Hang-gliding","n.","利用三角形滑翔翼在空中飛行的運動"
"Week 17","extreme","adj.","極度的，或是指非常刺激危險的運動"
"Week 17","serious","adj.","嚴肅的，或是情況很嚴重的"
"Week 17","accident","n.","意想不到且通常會造成傷害的事件"
"Week 17","injury","n.","身體受到的傷害"
"Week 17","equipment","n.","進行某項活動所需的裝備或器材"
"Week 17","height","n.","從底部到頂部的距離，或是高度"
"Week 18","helmet","n.","保護頭部的堅硬帽子"
"Week 18","knee pads","n.","戴在膝蓋上防止受傷的護具"
"Week 18","elbow pads","n.","戴在手肘上防止受傷的護具"
"Week 18","brake","n.","讓車輛減速或停止的裝置"
"Week 18","life jacket","n.","在水上活動時穿著，能讓人浮在水面的救生衣"
"Week 18","protect","v.","保護，防止受到傷害"
"Week 18","quickly","adv.","速度很快地"
"Week 18","incredibly","adv.","難以置信地，非常驚人地"
"Week 18","extremely","adv.","極度地，非常地"
"Week 18","super","adj.","超級的，極好的"
